date,time,tank,treatment,rack_no,position,frag_id
20221212,afternoon,3,high,16,5,16 6
20221212,afternoon,3,high,16,6,15 6
20221212,afternoon,3,high,16,7,19 6
20221212,afternoon,3,high,16,8,5 6
20221212,afternoon,3,high,17,1,7 6
20221212,afternoon,3,high,17,2,2 6
20221212,afternoon,3,high,17,3,4 6
20221212,afternoon,3,high,17,4,14 6
20221212,afternoon,3,high,17,5,3 6
20221212,afternoon,3,high,17,6,10 6
20221212,afternoon,3,high,18,1,8 6
20221212,afternoon,3,high,18,2,11 6
20221212,afternoon,3,high,18,3,9 6
20221212,afternoon,3,high,18,4,1 6
20221212,afternoon,3,high,18,5,18 6
20221212,afternoon,3,high,18,6,12 6
20221212,afternoon,4,ambient,19,1,14 7
20221212,afternoon,4,ambient,19,2,4 7
20221212,afternoon,4,ambient,19,3,18 7
20221212,afternoon,4,ambient,19,4,11 7
20221212,afternoon,4,ambient,19,5,20 7
20221212,afternoon,4,ambient,19,6,7 7
20221212,afternoon,4,ambient,19,7,8 7
20221212,afternoon,4,ambient,19,8,5 7
20221212,afternoon,4,ambient,20,1,1 7
20221212,afternoon,4,ambient,20,2,10 7
20221212,afternoon,4,ambient,20,3,7 8
20221212,afternoon,4,ambient,20,4,16 7
20221212,afternoon,4,ambient,20,5,2 7
20221212,afternoon,4,ambient,20,6,3 7
20221212,afternoon,4,ambient,21,1,15 7
20221212,afternoon,4,ambient,21,2,9 7
20221212,afternoon,4,ambient,21,3,17 7
20221212,afternoon,4,ambient,21,4,13 7
20221212,afternoon,4,ambient,21,5,19 7
20221212,afternoon,4,ambient,21,6,6 7
20221212,afternoon,4,ambient,21,7,12 7
20221212,afternoon,4,ambient,22,1,20 8
20221212,afternoon,4,ambient,22,2,5 8
20221212,afternoon,4,ambient,22,3,14 8
20221212,afternoon,4,ambient,22,4,2 8
20221212,afternoon,4,ambient,22,5,9 8
20221212,afternoon,4,ambient,22,6,18 8
20221212,afternoon,4,ambient,22,7,17 8
20221212,afternoon,4,ambient,22,8,15 8
20221212,afternoon,4,ambient,23,1,13 8
20221212,afternoon,4,ambient,23,2,6 8
20221212,afternoon,4,ambient,23,3,1 8
20221212,afternoon,4,ambient,23,4,4 8
20221212,afternoon,4,ambient,23,5,12 8
20221212,afternoon,4,ambient,23,6,16 8
20221212,afternoon,4,ambient,24,1,10 8
20221212,afternoon,4,ambient,24,2,3 8
20221212,afternoon,4,ambient,24,3,11 8
20221212,afternoon,4,ambient,24,4,19 8
20221212,afternoon,4,ambient,24,5,8 8
20221212,evening,1,ambient,1,1,18 2
20221212,evening,1,ambient,1,2,14 2
20221212,evening,1,ambient,1,3,15 2
20221212,evening,1,ambient,1,4,1 2
20221212,evening,1,ambient,1,5,3 2
20221212,evening,1,ambient,1,6,5 2
20221212,evening,1,ambient,1,7,13 2
20221212,evening,1,ambient,1,8,8 2
20221212,evening,1,ambient,2,1,4 2
20221212,evening,1,ambient,2,2,9 2
20221212,evening,1,ambient,2,3,12 2
20221212,evening,1,ambient,2,4,20 2
20221212,evening,1,ambient,2,5,16 2
20221212,evening,1,ambient,2,6,19 2
20221212,evening,1,ambient,3,1,11 2
20221212,evening,1,ambient,3,2,2 2
20221212,evening,1,ambient,3,3,6 2
20221212,evening,1,ambient,3,4,14 1
20221212,evening,1,ambient,3,5,7 2
20221212,evening,1,ambient,3,6,17 2
20221212,evening,1,ambient,3,7,10 2
20221212,evening,1,ambient,4,1,4 1
20221212,evening,1,ambient,4,2,8 1
20221212,evening,1,ambient,4,3,13 1
20221212,evening,1,ambient,4,4,10 1
20221212,evening,1,ambient,4,5,3 1
20221212,evening,1,ambient,4,6,12 1
20221212,evening,1,ambient,4,7,20 1
20221212,evening,1,ambient,4,8,11 1
20221212,evening,1,ambient,5,1,1 1
20221212,evening,1,ambient,5,2,7 1
20221212,evening,1,ambient,5,3,17 1
20221212,evening,1,ambient,5,4,16 1
20221212,evening,1,ambient,5,5,6 1
20221212,evening,1,ambient,5,6,5 1
20221212,evening,1,ambient,6,1,15 1
20221212,evening,1,ambient,6,2,19 1
20221212,evening,1,ambient,6,3,9 1
20221212,evening,1,ambient,6,4,2 1
20221212,evening,1,ambient,6,5,18 1
20221212,evening,2,high,7,1,6 3
20221212,evening,2,high,7,2,14 3
20221212,evening,2,high,7,3,13 3
20221212,evening,2,high,7,4,15 3
20221212,evening,2,high,7,5,18 3
20221212,evening,2,high,7,6,11 3
20221212,evening,2,high,7,7,16 3
20221212,evening,2,high,7,8,3 3
20221212,evening,2,high,8,1,2 3
20221212,evening,2,high,8,2,8 3
20221212,evening,2,high,8,3,9 3
20221212,evening,2,high,8,4,17 3
20221212,evening,2,high,8,5,20 3
20221212,evening,2,high,8,6,5 3
20221212,evening,2,high,9,1,10 3
20221212,evening,2,high,9,2,7 3
20221212,evening,2,high,9,3,19 3
20221212,evening,2,high,9,4,4 3
20221212,evening,2,high,9,5,1 3
20221212,evening,2,high,9,6,2 3
20221212,evening,2,high,10,1,3 4
20221212,evening,2,high,10,2,8 4
20221212,evening,2,high,10,3,4 4
20221212,evening,2,high,10,4,1 4
20221212,evening,2,high,10,5,13 4
20221212,evening,2,high,10,6,16 4
20221212,evening,2,high,10,7,9 4
20221212,evening,2,high,10,8,15 4
20221212,evening,2,high,11,1,6 4
20221212,evening,2,high,11,2,10 4
20221212,evening,2,high,11,3,5 4
20221212,evening,2,high,11,4,19 4
20221212,evening,2,high,11,5,12 4
20221212,evening,2,high,11,6,18 4
20221212,evening,2,high,12,1,17 4
20221212,evening,2,high,12,2,20 4
20221212,evening,2,high,12,3,14 4
20221212,evening,2,high,12,4,2 4
20221212,evening,2,high,12,5,7 4
20221212,evening,2,high,12,6,11 4
20221212,evening,3,high,13,1,12 5
20221212,evening,3,high,13,2,13 5
20221212,evening,3,high,13,3,20 5
20221212,evening,3,high,13,4,10 5
20221212,evening,3,high,13,5,14 5
20221212,evening,3,high,13,6,16 5
20221212,evening,3,high,13,7,15 5
20221212,evening,3,high,13,8,19 5
20221212,evening,3,high,14,1,2 5
20221212,evening,3,high,14,2,7 5
20221212,evening,3,high,14,3,5 5
20221212,evening,3,high,14,4,18 5
20221212,evening,3,high,14,5,8 5
20221212,evening,3,high,14,6,6 5
20221212,evening,3,high,15,1,11 5
20221212,evening,3,high,15,2,17 5
20221212,evening,3,high,15,3,1 5
20221212,evening,3,high,15,4,4 5
20221212,evening,3,high,15,5,9 5
20221212,evening,3,high,15,6,3 5
20221212,evening,3,high,16,1,9 6
20221212,evening,3,high,16,2,4 6
20221212,evening,3,high,16,3,2 6
20221212,evening,3,high,16,4,1 6
20221212,evening,3,high,16,5,7 6
20221212,evening,3,high,16,6,3 6
20221212,evening,3,high,16,7,14 6
20221212,evening,3,high,16,8,11 6
20221212,evening,3,high,17,1,10 6
20221212,evening,3,high,17,2,5 6
20221212,evening,3,high,17,3,19 6
20221212,evening,3,high,17,4,16 6
20221212,evening,3,high,17,5,13 6
20221212,evening,3,high,17,6,8 6
20221212,evening,3,high,18,1,18 6
20221212,evening,3,high,18,2,20 6
20221212,evening,3,high,18,3,17 6
20221212,evening,3,high,18,4,15 6
20221212,evening,3,high,18,5,6 6
20221212,evening,3,high,18,6,12 6
20221212,evening,4,ambient,19,1,4 7
20221212,evening,4,ambient,19,2,18 7
20221212,evening,4,ambient,19,3,14 7
20221212,evening,4,ambient,19,4,13 7
20221212,evening,4,ambient,19,5,11 7
20221212,evening,4,ambient,19,6,20 7
20221212,evening,4,ambient,19,7,8 7
20221212,evening,4,ambient,19,8,16 7
20221212,evening,4,ambient,20,1,7 7
20221212,evening,4,ambient,20,2,5 7
20221212,evening,4,ambient,20,3,10 7
20221212,evening,4,ambient,20,4,1 7
20221212,evening,4,ambient,20,5,3 7
20221212,evening,4,ambient,20,6,15 7
20221212,evening,4,ambient,21,1,2 7
20221212,evening,4,ambient,21,2,12 7
20221212,evening,4,ambient,21,3,7 8
20221212,evening,4,ambient,21,4,19 7
20221212,evening,4,ambient,21,5,9 7
20221212,evening,4,ambient,21,6,17 7
20221212,evening,4,ambient,21,7,6 7
20221212,evening,4,ambient,22,1,10 8
20221212,evening,4,ambient,22,2,13 8
20221212,evening,4,ambient,22,3,19 8
20221212,evening,4,ambient,22,4,11 8
20221212,evening,4,ambient,22,5,1 8
20221212,evening,4,ambient,22,6,12 8
20221212,evening,4,ambient,22,7,4 8
20221212,evening,4,ambient,22,8,20 8
20221212,evening,4,ambient,23,1,6 8
20221212,evening,4,ambient,23,2,16 8
20221212,evening,4,ambient,23,3,14 8
20221212,evening,4,ambient,23,4,5 8
20221212,evening,4,ambient,23,5,17 8
20221212,evening,4,ambient,23,6,9 8
20221212,evening,4,ambient,24,1,2 8
20221212,evening,4,ambient,24,2,18 8
20221212,evening,4,ambient,24,3,8 8
20221212,evening,4,ambient,24,4,15 8
20221212,evening,4,ambient,24,5,3 8
20221213,evening,1,ambient,1,1,4 1
20221213,evening,1,ambient,1,2,8 1
20221213,evening,1,ambient,1,3,13 1
20221213,evening,1,ambient,1,4,12 1
20221213,evening,1,ambient,1,5,3 1
20221213,evening,1,ambient,1,6,10 1
20221213,evening,1,ambient,1,7,20 1
20221213,evening,1,ambient,1,8,11 1
20221213,evening,1,ambient,2,1,1 1
20221213,evening,1,ambient,2,2,7 1
20221213,evening,1,ambient,2,3,17 1
20221213,evening,1,ambient,2,4,16 1
20221213,evening,1,ambient,2,5,18 1
20221213,evening,1,ambient,2,6,15 1
20221213,evening,1,ambient,3,1,5 1
20221213,evening,1,ambient,3,2,6 1
20221213,evening,1,ambient,3,3,19 1
20221213,evening,1,ambient,3,4,2 1
20221213,evening,1,ambient,3,5,9 1
20221213,evening,1,ambient,4,1,17 2
20221213,evening,1,ambient,4,2,10 2
20221213,evening,1,ambient,4,3,7 2
20221213,evening,1,ambient,4,4,6 2
20221213,evening,1,ambient,4,5,2 2
20221213,evening,1,ambient,4,6,16 2
20221213,evening,1,ambient,4,7,14 1
20221213,evening,1,ambient,4,8,11 2
20221213,evening,1,ambient,5,1,20 2
20221213,evening,1,ambient,5,2,12 2
20221213,evening,1,ambient,5,3,19 2
20221213,evening,1,ambient,5,4,9 2
20221213,evening,1,ambient,5,5,4 2
20221213,evening,1,ambient,5,6,8 2
20221213,evening,1,ambient,6,1,13 2
20221213,evening,1,ambient,6,2,5 2
20221213,evening,1,ambient,6,3,14 2
20221213,evening,1,ambient,6,4,3 2
20221213,evening,1,ambient,6,5,1 2
20221213,evening,1,ambient,6,6,15 2
20221213,evening,1,ambient,6,7,18 2
20221213,evening,2,high,7,1,3 4
20221213,evening,2,high,7,2,8 4
20221213,evening,2,high,7,3,4 4
20221213,evening,2,high,7,4,1 4
20221213,evening,2,high,7,5,13 4
20221213,evening,2,high,7,6,16 4
20221213,evening,2,high,7,7,9 4
20221213,evening,2,high,7,8,15 4
20221213,evening,2,high,7,9,5 4
20221213,evening,2,high,7,10,10 4
20221213,evening,2,high,8,1,6 4
20221213,evening,2,high,8,2,18 4
20221213,evening,2,high,8,3,19 4
20221213,evening,2,high,8,4,12 4
20221213,evening,2,high,8,5,17 4
20221213,evening,2,high,8,6,20 4
20221213,evening,2,high,8,7,2 4
20221213,evening,2,high,8,8,14 4
20221213,evening,2,high,8,9,7 4
20221213,evening,2,high,8,10,11 4
20221213,evening,2,high,9,1,6 3
20221213,evening,2,high,9,2,14 3
20221213,evening,2,high,9,3,13 3
20221213,evening,2,high,9,4,15 3
20221213,evening,2,high,9,5,18 3
20221213,evening,2,high,9,6,11 3
20221213,evening,2,high,9,7,16 3
20221213,evening,2,high,9,8,3 3
20221213,evening,2,high,9,9,1 3
20221213,evening,2,high,9,10,20 3
20221213,evening,2,high,10,1,8 3
20221213,evening,2,high,10,2,9 3
20221213,evening,2,high,10,3,5 3
20221213,evening,2,high,10,4,7 3
20221213,evening,2,high,10,5,10 3
20221213,evening,2,high,10,6,4 3
20221213,evening,2,high,10,7,2 3
20221213,evening,2,high,10,8,12 3
20221213,evening,2,high,10,9,19 3
20221213,evening,2,high,10,10,17 3
20221213,evening,3,high,11,1,6 6
20221213,evening,3,high,11,2,9 6
20221213,evening,3,high,11,3,18 6
20221213,evening,3,high,11,4,3 6
20221213,evening,3,high,11,5,4 6
20221213,evening,3,high,11,6,15 6
20221213,evening,3,high,11,7,20 6
20221213,evening,3,high,11,8,17 6
20221213,evening,3,high,11,9,16 6
20221213,evening,3,high,11,10,2 6
20221213,evening,3,high,12,1,8 6
20221213,evening,3,high,12,2,19 6
20221213,evening,3,high,12,3,12 6
20221213,evening,3,high,12,4,5 6
20221213,evening,3,high,12,5,10 6
20221213,evening,3,high,12,6,13 6
20221213,evening,3,high,12,7,11 6
20221213,evening,3,high,12,8,1 6
20221213,evening,3,high,12,9,14 6
20221213,evening,3,high,12,10,7 6
20221213,evening,3,high,13,1,12 5
20221213,evening,3,high,13,2,13 5
20221213,evening,3,high,13,3,20 5
20221213,evening,3,high,13,4,15 5
20221213,evening,3,high,13,5,19 5
20221213,evening,3,high,13,6,10 5
20221213,evening,3,high,13,7,14 5
20221213,evening,3,high,13,8,7 5
20221213,evening,3,high,13,9,16 5
20221213,evening,3,high,13,10,2 5
20221213,evening,3,high,14,1,5 5
20221213,evening,3,high,14,2,8 5
20221213,evening,3,high,14,3,3 5
20221213,evening,3,high,14,4,4 5
20221213,evening,3,high,14,5,9 5
20221213,evening,3,high,14,6,6 5
20221213,evening,3,high,14,7,17 5
20221213,evening,3,high,14,8,18 5
20221213,evening,3,high,14,9,1 5
20221213,evening,3,high,14,10,11 5
20221213,evening,4,ambient,15,1,3 8
20221213,evening,4,ambient,15,2,8 8
20221213,evening,4,ambient,15,3,2 8
20221213,evening,4,ambient,15,4,5 8
20221213,evening,4,ambient,15,5,6 8
20221213,evening,4,ambient,15,6,15 8
20221213,evening,4,ambient,15,7,18 8
20221213,evening,4,ambient,15,8,14 8
20221213,evening,4,ambient,15,9,17 8
20221213,evening,4,ambient,15,10,9 8
20221213,evening,4,ambient,16,1,16 8
20221213,evening,4,ambient,16,2,4 8
20221213,evening,4,ambient,16,3,1 8
20221213,evening,4,ambient,16,4,12 8
20221213,evening,4,ambient,16,5,10 8
20221213,evening,4,ambient,16,6,20 8
20221213,evening,4,ambient,16,7,11 8
20221213,evening,4,ambient,16,8,19 8
20221213,evening,4,ambient,16,9,13 8
20221213,evening,4,ambient,17,1,5 7
20221213,evening,4,ambient,17,2,18 7
20221213,evening,4,ambient,17,3,14 7
20221213,evening,4,ambient,17,4,11 7
20221213,evening,4,ambient,17,5,16 7
20221213,evening,4,ambient,17,6,13 7
20221213,evening,4,ambient,17,7,20 7
20221213,evening,4,ambient,17,8,15 7
20221213,evening,4,ambient,17,9,7 7
20221213,evening,4,ambient,17,10,1 7
20221213,evening,4,ambient,18,1,2 7
20221213,evening,4,ambient,18,2,8 7
20221213,evening,4,ambient,18,3,5 7
20221213,evening,4,ambient,18,4,3 7
20221213,evening,4,ambient,18,5,10 7
20221213,evening,4,ambient,18,6,19 7
20221213,evening,4,ambient,18,7,9 7
20221213,evening,4,ambient,18,8,12 7
20221213,evening,4,ambient,18,9,17 7
20221213,evening,4,ambient,18,10,7 8
20221213,evening,4,ambient,18,11,6 7
